isbn;title;author
0425050807;Beneath an Opal Moon;Eric Van Lustbader
044100962X;Myth-Ion Improbable (Myth Books);Robert Asprin
0553296981;Anne Frank: The Diary of a Young Girl;ANNE FRANK
1895383129;Kriya Yoga Sutras of Patanjali and the Siddhas;Georg Feverstein
0375724575;The Family Orchard;Nomi Eve
067163884X;THIS HALLOWED GRND;Bruce Catton
0553140434;Miracle Worker;William Gibson
0029087104;HISTORY OF THE SOUTHERN CONFEDERACY;Clement Eaton
0425050750;War of the Worlds;H. G. Wells
0345285549;Elfstones of Shannara;Terry Brooks
0345290240;Sword of Shannara;Terry Brooks
0345301870;Ogre, Ogre;Piers Anthony
0451169530;The Stand: Complete and Uncut;Stephen King
067168390X;Lonesome Dove;Larry McMurtry
0385335881;Shopaholic Takes Manhattan (Summer Display Opportunity);Sophie Kinsella
0385335482;Confessions of a Shopaholic (Summer Display Opportunity);SOPHIE KINSELLA
0553258001;The Cider House Rules;John Irving
0671679627;PRIME TIME : PRIME TIME;Judy Collins
0375704043;Uncle Tungsten: Memories of a Chemical Boyhood;Oliver W. Sacks
0373871279;Family At Last (Love Inspired (Numbered));Carolyne Aarsen
0373484070;Sons of Texas : Callaway Country;Annette Broadrick
0805063889;Nickel and Dimed: On (Not) Getting By in America;Barbara Ehrenreich
068986020X;Gingerbread;Rachel Cohn
0671568809;Strange Memories The Nancy Drew Files 122 (Nancy Drew Files (Paperback));Carolyn Keene
1573228567;My Grandfathers Blessings : Stories of Strength, Refuge, and Belonging;Rachel Naomi Remen M.D.
0553582658;Summer Light;Luanne Rice
051513399X;Smoke in Mirrors;Jayne Ann Krentz
0373218400;Table For Two;Nora Roberts
0449217868;Winter Wedding;Joan Smith
0671573020;Divining Women (Ay Spoken Word - Gibbons);Kaye Gibbons
0517006456;Eve's Rib;Bryn Chandler
0786867086;In Search of America;Tod Brewster
1569471800;The Distance Between;Eliza Osborne
0374216495;The Museum Guard;Howard Norman
0312274572;No One Thinks of Greenland;John Griesemer
0316825336;Evening News: A Novel;Marly A. Swick
0871137631;Having Everything;John L'Heureux
0679419152;Nothin' but Good Times Ahead;Molly Ivins
0060192895;Hunting Badger;Tony Hillerman
0826308791;The Education of Little Tree (A Zia Book);Forrest Carter
0140259198;The Island of the Day Before;Umberto Eco
0345435249;Darwin's Radio;Greg Bear
0441003257;Good Omens;Neil Gaiman
8850200005;Il Dio Delle Piccole Cose;Arundhati Roy
0451202503;The Songcatcher: A Ballad Novel;Sharyn McCrumb
0446606812;Message in a Bottle;Nicholas Sparks
0671028375;Fatal Voyage;Kathy Reichs
0451181468;Praying for Sleep;Jeffery Deaver
0399149759;Flashback;Nevada Barr
0345384733;Red Square;Martin Cruz Smith
0671759361;Pearl in the Mist (Landry);V.C. Andrews
0830724982;Knockin' at Heaven's Door;Stephen Hill
0399146008;Shock;Robin Cook
3442720001;Das Halsband der Taube.;Ernst W. Heine
0515132632;Isle of Lies;Donna Fletcher
044990671X;Bronze Mirror;Jeanne Larsen
0688124402;Doll's Eyes;Bari Wood
0929587081;Men and Brethren;James Gould Cozzens
155970117X;My Father, His Son;Reidar Jonsson
0688105408;Starlings Laughing: A Memoir of Africa;June Vendall Clark
0871130297;The God of Mirrors;Robert Reilly
0440500095;Unassigned Territory;Kem Nunn
1570362084;The Best of Larry King Live: The Greatest Interviews;Larry King
0060930535;The Poisonwood Bible: A Novel;Barbara Kingsolver
0375702709;A Lesson Before Dying (Vintage Contemporaries (Paperback));Ernest J. Gaines
044990928X;Operating Instructions: A Journal of My Son's First Year;Anne Lamott
0671038184;Jewel;Bret Lott
0060916508;Their Eyes Were Watching God: A Novel;Zora Neale Hurston
0756401453;Wild Magic (Fool's Gold, Book 2);Jude Fisher
0963270702;The Satanic Verses;Salman Rushdie
0399242562;Shadowmancer;G. P. Taylor
0552996009;Notes From a Small Planet;Bill Bryson
0708881297;DINOSAUR PLANET 2 SURVIVORS;ANNE MCCAFFREY
0142000663;The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002);John Steinbeck
0590542443;The Amber Spyglass (His Dark Materials, Book 3);Philip Pullman
0590112899;The Subtle Knife (His Dark Materials, Book 2);Philip Pullman
0590660543;Northern Lights (His Dark Materials S.);Philip Pullman
0345361792;A Prayer for Owen Meany;John Irving
0552999512;Away from It All;Judy Astley
041619513X;Winnie-The-Pooh on Management and Problem Solving;Roger E. Allen
0855030224;An ABC for You and Me;Margaret Tempest
0861638522;Popular Reward: the Brave Toy Soldier: And Other Stories (Enid Blyton's Popular Rewards Series VII);Enid Blyton
0575073314;Shadowheart : Legends of the Raven (Legends of the Raven);James Barclay
0575073004;Nightchild (Gollancz SF S.);James Barclay
0394404289;The Prophet;Kahlil Gibran
000636988X;How Not to Be a Perfect Mother: The Crafty Mother's Guide to a Quiet Life (How Not to);Libby Purves
1578562333;No Eye Can See (Kirkpatrick, Jane, Kinship and Courage Historical Series, Bk. 2.);JANE KIRKPATRICK
0345458915;The Sinner;TESS GERRITSEN
038531258X;Cold Sassy Tree;Olive Ann Burns
006092988X;A Tree Grows in Brooklyn;Betty Smith
0140317937;The Neverending Story;Michael Ende
0743225406;The Shipping News : A Novel;Annie Proulx
0553256696;Hiding Place;Corrie Ten Boom
0785263780;Only The River Runs Free : A Novel (Galway Chronicles (Paperback));Bodie Thoene
0802433243;Only the Wind Remembers;Marlo Schalesky
0375413081;True Notebooks (Alex Awards (Awards));MARK SALZMAN
1400034779;The No. 1 Ladies' Detective Agency (Today Show Book Club #8);Alexander McCall Smith
038533303X;Driving Mr. Albert: A Trip Across America With Einstein's Brain;Michael Paterniti
0451163753;French Lieutenant's Woman;John Fowles
0440414520;The Clearing: A Mystery;Dorothy Reynolds Miller
0786885688;Shopgirl;Steve Martin
0671880187;Kitchen;Banana Yoshimoto
1558506454;"Museum of Science Book of Answers &amp; Questions";Ann Rae Jonas
0895773538;How in the World?: A Fascinating Journey Through the World of Human Ingenuity;Readers Digest
0385247745;The Power of Myth (Illustrated Edition);Joseph Campbell
0385293542;Crescent City;Belva Plain
0802069347;Gibson's Student Guide to Western Canadian Universities;Dyanne Gibson
0671721038;The New Hugo Winners, Vol. 2;Isaac Asimov
0671311891;My Teacher is an Alien;Bruce Coville
0345387007;Tangle Box;TERRY BROOKS
037570504X;Breath, Eyes, Memory;Edwidge Danticat
0767902521;A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail);Bill Bryson
0892967048;The Bottoms;Joe R. Lansdale
0553377868;The Flanders Panel;ARTURO PEREZ-REVERTE
0472113658;Where No Gods Came (Michigan Literary Fiction Awards);Sheila O'Connor
0609608444;The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois);ERIK LARSON
0670032425;The Adventures of Augie March;Saul Bellow
0915811332;Sacred Journey of the Peaceful Warrior;Dan Millman
1558744606;Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper));Jack Canfield
080410753X;The Kitchen God's Wife;Amy Tan
0451526503;Adventures of Huckleberry Finn (Signet Classics (Paperback));Mark Twain
0345325818;The Silmarillion;J.R.R. TOLKIEN
044023767X;Teen Angst? Naaah . . . A Quasi-autobiography;Ned Vizzini
014131088X;Speak;Laurie Halse Anderson
043909013X;Kerosene;Chris Wooding
0140244824;Songs in Ordinary Time (Oprah's Book Club (Paperback));Mary McGarry Morris
155643068X;Exploring Inner and Outer Space: A Scientist's Perspective on Personal and Planetary Transformation;Brian O'Leary
096478260X;Miracle in the Void: Free Energy, Ufos and Other Scientific Revelations;Brian O'Leary
155643152X;The Second Coming of Science: An Intimate Report on the New Science;Brian O'Leary
0553346768;Synchronicity: The Bridge Between Matter and Mind;F. David Peat
0884043142;L. Ron Hubbard Presents Writers of the Future (L. Ron Hubbard Presents Writers of the Future);L. Ron Hubbard
0743221990;The Stone Monkey : A Lincoln Rhyme Novel;Jeffery Deaver
0312983212;Saucer;Stephen Coonts
0553486411;Clones (Star Wars: Galaxy of Fear, Book 11);JOHN WHITMAN
3478088534;Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.;Peter Kummer
3821807059;Herr Lehmann. Ein Roman.;Sven Regener
0865532168;Arnold: An Unauthorized Biography;Wendy Leigh
059040640X;Freedom Train: The Story of Harriet Tubman;Dorothy Sterling
1566197155;Little Princess;Frances Hodgson Burnett
0805210318;Light on Yoga: Yoga Dipika;B. K. S. Iyengar
031227999X;Emotionally Weird: A Novel;Kate Atkinson
0385508417;Skipping Christmas;JOHN GRISHAM
0385510438;The Last Juror;John Grisham
0848705459;Cooking Light;Susan M. McIntosh
0380723638;Ill Wind (Anna Pigeon Mysteries (Paperback));Nevada Barr
0718001044;Nelson's Bedtime Bible Stories : 150 Passages from the International Children's Bible;Paul Gross
0307132668;Bye, Bye, Butterfree (Pokemon Adventure (Golden Numbered));Diane Muldrow
0812515722;American Gothic;Robert Bloch
0373169876;My Big Fake Green-Card Wedding (Harlequin American Romance, 987);Mollie Molay
0890842795;English Handbook for Christian Schools;Grace Colling
0385324057;Summer Sisters;Judy Blume
9505470010;Fahrenheit 451 / Fahrenheit 451;Ray Bradbury
0609602535;The Overseer;Jonathan Rabb
0425185710;Valhalla Rising (Dirk Pitt Adventures (Paperback));Clive Cussler
0061030651;U.S.S. Seawolf;Patrick Robinson
0425178773;Day of Reckoning;Jack Higgins
0553575619;Raptor Red;ROBERT T. BAKKER
0671578391;The Dracula Tape;Fred Saberhagen
0425095584;Cold Sea Rising;Richard Moran
0451409086;Threat Vector;Michael Dimercurio
031298250X;America : A Jake Grafton Novel (A Jake Grafton Novel);Stephen Coonts
006109594X;Nimitz Class;Patrick Robinson
0671527215;Hitchhikers's Guide to the Galaxy;Douglas Adams
0486203077;Tales of Terror and the Supernatural;Wilkie Collins
2894850743;Un retour simple: Roman;Raymond Cloutier
0671522817;Braveheart;Randall Wallace
0618074716;The Hallelujah Side;Rhoda Huffey
1400062888;Obliviously On He Sails : The Bush Administration in Rhyme;CALVIN TRILLIN
0618045996;Riding the Bus with My Sister: A True Life Journey;Rachel Simon
0312303033;Perfect Skin: A Novel;Nick Earls
1931520038;The Mount: A Novel;Carol Emshwiller
0671318314;Callahan's Lady;Spider Robinson
0553377876;Half Asleep in Frog Pajamas;Tom Robbins
1558612815;Allegra Maud Goldman;Edith Konecky
014025448X;At Home in Mitford (The Mitford Years);Jan Karon
0060934417;Bel Canto: A Novel;Ann Patchett
0671793489;All Around the Town;Mary Higgins Clark
0174434642;Othello (3rd Series);William Shakespeare
0679772677;A Civil Action;JONATHAN HARR
0312983824;Faking It;Jennifer Crusie
0449149676;On Mystic Lake;Kristin Hannah
0449006344;Angel Falls;KRISTIN HANNAH
0553568183;Blue Moon;Luanne Rice
0451191153;The Fountainhead;Ayn Rand
0440224624;The Loop;Nicholas Evans
0451523067;Emma;Jane Austen
0743418174;Good in Bed;Jennifer Weiner
0451526295;Mansfield Park (Signet Classics (Paperback));Jane Austen
0440214424;Out of Sight;Elmore Leonard
0451187903;Sense and Sensibility;Jane Austen
0385491050;Surfacing;MARGARET ATWOOD
0671036505;The Vineyard;Barbara Delinsky
0553213504;The Count of Monte Cristo (Bantam Classics);ALEXANDRE DUMAS
0446605891;With Heart;Dorothy Garlock
0394758285;The Big Sleep;Raymond Chandler
0671004565;We'll Meet Again;Mary Higgins Clark
0345370805;How to Make an American Quilt;Whitney Otto
0375703055;Ellen Foster;Kaye Gibbons
0156006529;Where or When  : A Novel;Anita Shreve
0446673544;"Sex &amp; the City";Candace Bushnell
0140256369;Of Love and Other Demons (Penguin Great Books of the 20th Century);Gabriel Garcia Marquez
0312243022;The Hours : A Novel;Michael Cunningham
0316789844;Resistance : A Novel;Anita Shreve
0679761837;A Natural History of Love;Diane Ackerman
0385490445;Alias Grace : A Novel;Margaret Atwood
0380725398;Jamaica Inn;Daphne Du Maurier
0345316770;Almost Paradise;Susan Isaacs
0375700757;Cold Mountain : A Novel;CHARLES FRAZIER
0070212570;Fried Green Tomatoes at the Whistle Stop Cafe;Fannie Flagg
0385480016;Bird by Bird: Some Instructions on Writing and Life;Anne Lamott
0061098361;Circle of Three: A Novel;Patricia Gaffney
0061093092;Lily White;Susan Isaacs
0821758950;Cha Cha Cha;Jane Heller
0679729917;The Best of Roald Dahl;Roald Dahl
0451411013;The Grave Maurice (Richard Jury Novels);Martha Grimes
0446611239;The Cabinet of Curiosities;Douglas Preston
0553580078;The Years of Rice and Salt;Kim Stanley Robinson
0425189414;Midnight Runner;Jack Higgins
0812909372;On language;William Safire
0451410912;A Killing Gift;Leslie Glass
8481301132;El Gran Gatsby;F.Scott Fitzgerald
0316781266;The Last Time They Met : A Novel;Anita Shreve
0486280616;Adventures of Huckleberry Finn (Dover Thrift Editions);Mark Twain
0743405978;Bless the Child;Cathy Cash Spellman
0671032658;The Green Mile;Stephen King
0446607835;Somebody to Love? : A Rock-and-Roll Memoir;Grace Slick
0451402103;Bitter Blood: A True Story of Southern Family Pride, Madness, and Multiple Murder;Jerry Bledsoe
0373250223;"Name &amp; Address Withheld (Red Dress Ink (Paperback))";Jane Sigaloff
0380817683;Rachel's Holiday;Marian Keyes
0671701053;Thing of Beauty;Stephen Fried
0671000381;COURTNEY LOVE: THE QUEEN OF NOISE;Melissa Rossi
006101253X;Sinners;Jackie Collins
0671689231;Little Girl Lost;Drew Barrymore
0380814021;The Princess Diaries;Meg Cabot
0373711026;North Country Man;Carrie Alexander
0373710992;The Farmer's Wife;Lori Handeland
0373711107;The Comeback Girl  (Those Sullivan Sisters);Debra Salonen
0440217806;Secret Ceremonies: A Mormon Woman's Intimate Diary of Marriage and Beyond;Deborah Laake
0373711123;Another Man's Wife;Rebecca Winters
0373711115;Sarah's Baby  (Koomera Crossing);Margaret Way
0373711131;Little Girl Lost;Marisa Carroll
0061098795;The Wailing Wind;Tony Hillerman
0791423549;Native American Postcolonial Psychology (Suny Series in Transpersonal and Humanistic Psychology);Eduardo Duran
0375725784;A Heartbreaking Work of Staggering Genius;Dave Eggers
0465016146;The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else;Hernando De Soto
0465016103;The Other Path: The Economic Answer to Terrorism;Hernando De Soto
0373226519;In The Blink Of An Eye (The Taylor Clan) (Harlequin Intrigue, No. 651);Julie Miller
0380012774;The Importance of Being Earnest;Oscar Wilde
225313922X;Les Thanatonautes;Bernard Werber
0142004030;Lost in a Good Book (Thursday Next Novels (Penguin Books));Jasper Fforde
0452281784;Bad Heir Day;Wendy Holden
0375704558;Charlotte Gray;Sebastian Faulks
038533656X;Apocalipstick;SUE MARGOLIS
0743230213;Harem: A Novel;Dora Levy Mossanen
0345436911;The Dress Lodger (Ballantine Reader's Circle);Sheri Holman
0452284481;Le Divorce (William Abrahams Book);Diane Johnson
0802135196;Valley of the Dolls: A Novel;Jacqueline Susann
0440217520;Tunnel Vision (V.I. Warshawski Novels (Paperback));Sara Paretsky
0373834985;Comfortable Wife;Stephanie Laurens
0679450548;I Was Amelia Earhart;Jane Mendelsohn
0451135555;Summer Harvest;Madge Swindells
0345339703;The Fellowship of the Ring (The Lord of the Rings, Part 1);J.R.R. TOLKIEN
038039586X;Watership Down;Richard George Adams
0670030643;The Eyre Affair (Alex Awards (Awards));Jasper Fforde
0060929596;As Nature Made Him : The Boy Who Was Raised as a Girl;John Colapinto
3499232871;Herzsprung;Ildiko Kurthy
0374516901;Basin and Range;John McPhee
0440131480;Breakfast of Champions;Kurt Vonnegut
0609600745;The Art of Doing Nothing: Simple Ways to Make Time for Yourself;Veronique Vienne
0375707425;Embers;SANDOR MARAI
3453151933;Tom Clancys Power Plays 2. Tigerjagd.;Tom Clancy
0231105592;The  Garden of Ediacara;Mark A. S. McMenamin
0590317822;Just Plain Cat;Nancy K Robinson
014056232X;Way Out West Lives a Coyote Named Frank (Picture Puffins);Jillian Lund
0590447319;In My Father's House (Point);Ann Rinaldi
0440940001;Island of the Blue Dolphins (Laurel Leaf Books);Scott O'Dell
0440401119;How to Fight a Girl;THOMAS ROCKWELL
0440203155;Romantic Obsessions and Humiliations of Annie Sehlmeier;Louise Plummer
0812565959;Shadow of the Hegemon (Ender Wiggins Saga (Paperback));Orson Scott Card
034536628X;Magic Casement (Man of His Word);Dave Duncan
0880387483;Tantras (Forgotten Realms:  Avatar Trilogy, Book 2);Richard Awlinson
0880387300;Shadowdale (Forgotten Realms:  Avatar Trilogy, Book One);Scott Ciencin
0425163385;The Night Crew;John Sandford
0743444051;CSI: Sin City;Max Allan Collins
0061056103;Blackmantle (Keltiad);Patricia Kennealy-Morrison
0671042262;The Blue Nowhere : A Novel;Jeffery Deaver
0425157539;Sudden Prey;John Sandford
0553585681;Always a Thief;Kay Hooper
0553585118;Once a Thief;Kay Hooper
0886777690;A Thousand Words for Stranger (Daw Book Collectors);Julie E. Czerneda
0743212002;Deck the Halls;Mary Higgins Clark
3426650754;Der Mann, der's wert ist.;Eva Heller
1854877178;Come Home Forever;Jan McDaniel
0380803526;The Renegades: Cole (Renegades);Genell Dellin
0373152655;Christmas Miracles;Betty Neels
0451404033;Fires in the Mist;Barbara Dolan
1583140352;Return to Love (Arabesque);Viveca Carlysle
1854879073;The Marriage Plan;Judy Jackson
0821728326;The Eagle and the Dove;Lewis Orde
037348397X;The Donovan Legacy;Nora Roberts
0380773155;It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector);Beatrice Sparks
3404100263;Die Nadel;Ken Follett
0679731148;A Year in Provence;Peter Mayle
2070417700;Deus Irae;Philip Kindred Dick
2070360075;Le Vieil Homme et la Mer;Ernest Hemingway
0786889373;The Big Picture;Douglas Kennedy
2207245810;Radio libre Albemuth;Philip Kindred Dick
2207250474;Siva;Philip K. Dick
2290331406;Dr. Bloodmoney;Philip K. Dick
2070426815;L'oeil de la sibylle;Dick
2290305251;A rebrousse-temps;Philip K. Dick
2070364283;La Perle;John Steinbeck
